# Block Model base.csv
#   exported from Leapfrog Geo
#   encoding: UTF-8
#   rotation type: Leapfrog
#   azimuth: 0 degrees (rotate clockwise around the Z axis when looking down)
#   dip: 0 degrees (then rotate around the X' axis down from the horizontal plane)
#   pitch: 0 degrees (then rotate clockwise around the Z'' axis when looking down)
#   block size: 1000 1000 1000
#   size in blocks: 79 58 4 = 18328
#   minimum centroid: 286608.2957 5068732.802452875 -1600
#   maximum centroid: 364608.2957 5125732.802452875 1400
#   minimum corner: 286108.2957 5068232.802452875 -2100
#   maximum corner: 365108.2957 5126232.802452875 1900
Id,X,Y,Z,dX,dY,dZ,Tough react test on 12/3/2025
7409,348608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7410,349608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7411,350608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7412,351608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7413,352608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7414,353608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7415,354608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7416,355608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7417,356608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7418,357608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7419,358608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7420,359608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7421,360608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7422,361608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7423,362608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7424,363608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7425,364608.2957,5103732.802452875,-600,1000,1000,1000,OUT
7426,286608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7427,287608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7428,288608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7429,289608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7430,290608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7431,291608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7432,292608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7433,293608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7434,294608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7435,295608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7436,296608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7437,297608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7438,298608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7439,299608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7440,300608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7441,301608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7442,302608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7443,303608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7444,304608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7445,305608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7446,306608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7447,307608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7448,308608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7449,309608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7450,310608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7451,311608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7452,312608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7453,313608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7454,314608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7455,315608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7456,316608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7457,317608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7458,318608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7459,319608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7460,320608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7461,321608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7462,322608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7463,323608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7464,324608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7465,325608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7466,326608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7467,327608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7468,328608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7469,329608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7470,330608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7471,331608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7472,332608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7473,333608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7474,334608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7475,335608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7476,336608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7477,337608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7478,338608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7479,339608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7480,340608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7481,341608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7482,342608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7483,343608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7484,344608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7485,345608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7486,346608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7487,347608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7488,348608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7489,349608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7490,350608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7491,351608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7492,352608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7493,353608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7494,354608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7495,355608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7496,356608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7497,357608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7498,358608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7499,359608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7500,360608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7501,361608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7502,362608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7503,363608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7504,364608.2957,5104732.802452875,-600,1000,1000,1000,OUT
7505,286608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7506,287608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7507,288608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7508,289608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7509,290608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7510,291608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7511,292608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7512,293608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7513,294608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7514,295608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7515,296608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7516,297608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7517,298608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7518,299608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7519,300608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7520,301608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7521,302608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7522,303608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7523,304608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7524,305608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7525,306608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7526,307608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7527,308608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7528,309608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7529,310608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7530,311608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7531,312608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7532,313608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7533,314608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7534,315608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7535,316608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7536,317608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7537,318608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7538,319608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7539,320608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7540,321608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7541,322608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7542,323608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7543,324608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7544,325608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7545,326608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7546,327608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7547,328608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7548,329608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7549,330608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7550,331608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7551,332608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7552,333608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7553,334608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7554,335608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7555,336608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7556,337608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7557,338608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7558,339608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7559,340608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7560,341608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7561,342608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7562,343608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7563,344608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7564,345608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7565,346608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7566,347608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7567,348608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7568,349608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7569,350608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7570,351608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7571,352608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7572,353608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7573,354608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7574,355608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7575,356608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7576,357608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7577,358608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7578,359608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7579,360608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7580,361608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7581,362608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7582,363608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7583,364608.2957,5105732.802452875,-600,1000,1000,1000,OUT
7584,286608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7585,287608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7586,288608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7587,289608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7588,290608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7589,291608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7590,292608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7591,293608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7592,294608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7593,295608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7594,296608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7595,297608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7596,298608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7597,299608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7598,300608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7599,301608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7600,302608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7601,303608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7602,304608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7603,305608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7604,306608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7605,307608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7606,308608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7607,309608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7608,310608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7609,311608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7610,312608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7611,313608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7612,314608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7613,315608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7614,316608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7615,317608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7616,318608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7617,319608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7618,320608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7619,321608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7620,322608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7621,323608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7622,324608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7623,325608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7624,326608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7625,327608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7626,328608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7627,329608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7628,330608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7629,331608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7630,332608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7631,333608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7632,334608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7633,335608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7634,336608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7635,337608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7636,338608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7637,339608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7638,340608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7639,341608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7640,342608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7641,343608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7642,344608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7643,345608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7644,346608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7645,347608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7646,348608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7647,349608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7648,350608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7649,351608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7650,352608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7651,353608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7652,354608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7653,355608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7654,356608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7655,357608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7656,358608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7657,359608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7658,360608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7659,361608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7660,362608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7661,363608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7662,364608.2957,5106732.802452875,-600,1000,1000,1000,OUT
7663,286608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7664,287608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7665,288608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7666,289608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7667,290608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7668,291608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7669,292608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7670,293608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7671,294608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7672,295608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7673,296608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7674,297608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7675,298608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7676,299608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7677,300608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7678,301608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7679,302608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7680,303608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7681,304608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7682,305608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7683,306608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7684,307608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7685,308608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7686,309608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7687,310608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7688,311608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7689,312608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7690,313608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7691,314608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7692,315608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7693,316608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7694,317608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7695,318608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7696,319608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7697,320608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7698,321608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7699,322608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7700,323608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7701,324608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7702,325608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7703,326608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7704,327608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7705,328608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7706,329608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7707,330608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7708,331608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7709,332608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7710,333608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7711,334608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7712,335608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7713,336608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7714,337608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7715,338608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7716,339608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7717,340608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7718,341608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7719,342608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7720,343608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7721,344608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7722,345608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7723,346608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7724,347608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7725,348608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7726,349608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7727,350608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7728,351608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7729,352608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7730,353608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7731,354608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7732,355608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7733,356608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7734,357608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7735,358608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7736,359608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7737,360608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7738,361608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7739,362608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7740,363608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7741,364608.2957,5107732.802452875,-600,1000,1000,1000,OUT
7742,286608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7743,287608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7744,288608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7745,289608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7746,290608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7747,291608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7748,292608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7749,293608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7750,294608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7751,295608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7752,296608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7753,297608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7754,298608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7755,299608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7756,300608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7757,301608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7758,302608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7759,303608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7760,304608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7761,305608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7762,306608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7763,307608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7764,308608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7765,309608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7766,310608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7767,311608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7768,312608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7769,313608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7770,314608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7771,315608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7772,316608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7773,317608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7774,318608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7775,319608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7776,320608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7777,321608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7778,322608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7779,323608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7780,324608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7781,325608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7782,326608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7783,327608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7784,328608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7785,329608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7786,330608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7787,331608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7788,332608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7789,333608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7790,334608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7791,335608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7792,336608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7793,337608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7794,338608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7795,339608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7796,340608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7797,341608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7798,342608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7799,343608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7800,344608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7801,345608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7802,346608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7803,347608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7804,348608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7805,349608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7806,350608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7807,351608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7808,352608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7809,353608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7810,354608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7811,355608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7812,356608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7813,357608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7814,358608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7815,359608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7816,360608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7817,361608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7818,362608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7819,363608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7820,364608.2957,5108732.802452875,-600,1000,1000,1000,OUT
7821,286608.2957,5109732.802452875,-600,1000,1000,1000,OUT
7822,287608.2957,5109732.802452875,-600,1000,1000,1000,OUT
